company_found,company_id,company_searched,employees,found,headquarters,industry,it_eng_jobs,linkedin,specialties,total_jobs,website,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Associação Fenix,14826173.0,Associação Fênix,51-200 funcionários,True,"Jacareí, São Paulo",Organização cívica e social,0.0,https://www.linkedin.com/company/14826173/about/,"Capoeira, Informática e FormaçãoTécnica",0,https://www.associacaofenix.org.br/,,,,,
Assolari Assessoria Contábil de Curitiba,10567843.0,Assolari Assessoria Contábil de Curitiba,11-50 funcionários,True,"Curitiba, Paraná",Contabilidade,0.0,https://www.linkedin.com/company/10567843/about/,"Consultoria Empresarial, Abertura de Empresa, Contabilidade Empresarial, Holding Patrimonial / Familiar, Assessoria e Consultoria para Filiais no Paraná, Assessoria Fiscal e Tributária Física e Juridica e Assessoria em Departamento de Pessoal",0,http://www.assolari.com.br,,,,,
ASSURANCE IQ,18026281.0,ASSURANCE IQ,501-1.000 funcionários,True,"Seattle, WA",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/18026281/about/,"Financial Services, Mortgage, Life Insurance, Health Insurance, Technology, Data Science, Medicare, Insurance, Engineering, Sales, Human Resources e Marketing",0,http://www.assurance.com,,,,,
Assurant,4394.0,Assurant,+ de 10.001 funcionários,True,"New York, NY",Seguros,0.0,https://www.linkedin.com/company/4394/about/,"specialty insurance, extended service products and related services, renters insurance, lender-placed homeowners insurance, flood insurance, mobile device protection products, mobile device logistics and repairs e pre-funded funeral insurance",0,http://www.assurant.com,,,,,
,,Assurity Life Insurance Company,,False,,,,,,,,,,,,
AstraZeneca,1603.0,AstraZeneca,+ de 10.001 funcionários,True,"Cambridge, Cambridgeshire",Indústria farmacêutica,0.0,https://www.linkedin.com/company/1603/about/,"Pharmaceutical, Biopharmaceutical, Innovation, Research and development e Global business",0,http://www.astrazeneca.com,,,,,
Asurint,348872.0,Asurint,201-500 funcionários,True,"Cleveland, Ohio",Recursos humanos,0.0,https://www.linkedin.com/company/348872/about/,"Employee Screening, Background Checks, Background Screening Services, Past Employment Verification , Pre-Employment Screening, Employee Background Verification, Criminal Background Checks, Employee Background Verification , Criminal Background Checks, Employee Drug Testing, DOT Driver Screening, Certification Verification, Education Verification, Education and Employment Verifications e Job Candidate Screening",0,http://www.asurint.com,,,,,
AT&T,1052.0,AT&T,+ de 10.001 funcionários,True,"Dallas, TX",Telecomunicações,0.0,https://www.linkedin.com/company/1052/about/,"Wireless Services, U-Verse e Enterprise Applications & Managed Hosting Solutions",0,http://www.att.com,,,,,
AT&T,1052.0,AT&T Mobility,+ de 10.001 funcionários,True,"Dallas, TX",Telecomunicações,0.0,https://www.linkedin.com/company/1052/about/,"Wireless Services, U-Verse e Enterprise Applications & Managed Hosting Solutions",0,http://www.att.com,,,,,
AT&T,1052.0,AT&T Mobility and Business Solutions,+ de 10.001 funcionários,True,"Dallas, TX",Telecomunicações,0.0,https://www.linkedin.com/company/1052/about/,"Wireless Services, U-Verse e Enterprise Applications & Managed Hosting Solutions",0,http://www.att.com,,,,,
Atelier/Ciro Alvaro De Faria,28195854.0,atelier ciro álvaro de faria,NF,True,NF,NF,0.0,https://www.linkedin.com/company/28195854/about/,NF,0,http://princes.com.br,,,,,
ateliware ,2423563.0,ateliware,51-200 funcionários,True,"Curitiba, PR",Software,0.0,https://www.linkedin.com/company/2423563/about/,"transformação digital, desenvolvimento de software, desenvolvimento de produtos digitais, Discovery, Product concept, desenvolvimento web, desenvolvimento mobile e desenvolvimento desktop",0,https://www.ateliware.com,,,,,
ateliware ,2423563.0,ateliware software,51-200 funcionários,True,"Curitiba, PR",Software,0.0,https://www.linkedin.com/company/2423563/about/,"transformação digital, desenvolvimento de software, desenvolvimento de produtos digitais, Discovery, Product concept, desenvolvimento web, desenvolvimento mobile e desenvolvimento desktop",0,https://www.ateliware.com,,,,,
Atendrium,20544238.0,Atendrium,2-10 funcionários,True,NF,Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/20544238/about/,NF,0,https://www.atendrium.com,,,,,
,,Athena Busines Consulting,,False,,,,,,,,,,,,
atile.digital,739068.0,atile.branding,11-50 funcionários,True,"Curitiba, PR",Tecnologia da informação e serviços,,https://www.linkedin.com/company/739068/about/,"Marketing solutions, web development, CRM, Salesforce CRM, Salesforce, Salesforce Integrador, Canal Salesforce, Previsão de Vendas, Gestão de Equipe Comercial, Satisfação do Cliente e Atendimento a Cliente",1,http://www.atile.com.br,,,,,
Atimi Software,32301.0,Atimi Software,51-200 funcionários,True,"Vancouver, BC",Software,0.0,https://www.linkedin.com/company/32301/about/,"Apple, Macintosh, iPhone, Blackberry, iPad, Google, Mobile, Android, Cross Platform e Porting",0,http://www.atimi.com,,,,,
 Ativy,5017211.0,Ativy,51-200 funcionários,True,"Campinas, SP",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/5017211/about/,"Cloud Computing, Data Center, Cloud Hosting, Cloud Híbrido, E-Mail Hosting, VPN, Rede e Segurança, Service Desk, Serviços Gerenciados e Gestão de TI",0,http://www.ativy.com,,,,,
Atkinson Insurance Group,2805634.0,Atkinson Insurance Group,2-10 funcionários,True,"Beaverton, OR",Seguros,0.0,https://www.linkedin.com/company/2805634/about/,"Personal lines insurance, Life Insurance, Giving back, Serving our clients well, Building relationships, Working by referral, Auto Insurance, Home Insurance, Car Insurance e Vehicle Insurance",0,https://www.atkinsoninsurancegroup.com/,,,,,
Atlantic Solicitors,7002191.0,Atlantic Solicitors,51-200 funcionários,True,NF,Prática jurídica,0.0,https://www.linkedin.com/company/7002191/about/,"Immigration and Nationality Law, Residential and Commercial Conveyancing, Family Law, Landlord and Tenant, Commercial Law, Debt Recovery, Civil and Criminal Litigation , Arbitration Law e Intellectual Property",0,http://www.atlanticsolicitors.com,,,,,
Atos,1259.0,Atos,+ de 10.001 funcionários,True,NF,Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/1259/about/,NF,0,https://atos.net,,,,,
Atos Syntel,33452986.0,Atos Syntel,+ de 10.001 funcionários,True,"Troy, Michigan",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/33452986/about/,"Outsourcing, Digital Transformation, IT Services, Cloud Computing, Application Testing, Consulting, Industry Specific ITO and BPO solutions, Mobility Services, IT Automation e RPA",0,https://www.atos-syntel.net/,,,,,
,,ATZ Soluções Aeronáuticas,,False,,,,,,,,,,,,
Aubay,162580.0,Aubay,5.001-10.000 funcionários,True,NF,Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/162580/about/,"Information Technology, outsourcing, project, security, application, management, consultant, system e integrator",0,https://www.aubay.com/,,,,,
,,Audioshow - Live Sound Brazil,,False,,,,,,,,,,,,
,,Audioshow Live Sound Brazil,,False,,,,,,,,,,,,
Qualtec Consultoria,1038809.0,Auditor Certificação PBQP-H e ISO,11-50 funcionários,True,"Ribeirão Preto, SP",Consultoria de gerenciamento,0.0,https://www.linkedin.com/company/1038809/about/,"ISO37001, ISO9001, ISO14001, Sistemas de Gestão, ISO22000, HACCP, ISO16949, ISO19600, PBQP-H, SASSMAQ, 5S, RDC16, BRC Packaging - BRC Food, FSSC 22000, ISO13485, ISO/IEC17025, Formação de Auditor Interno, Interpretação e Implantação de requisitos, ISO45001, OHSAS18001, ISO20400, Auditoria Interna, Consultoria em Sistemas de Gestão, FMEA, APQP - PPAP, Ferramentas da Qualidade e Compliance",0,http://www.qualtec.com.br,,,,,
,,Auditor Contabil do Brasil Consult e Serv ltda,,False,,,,,,,,,,,,
August Debouzy,22933.0,August & Debouzy,201-500 funcionários,True,"Paris, Île-de-France",Prática jurídica,0.0,https://www.linkedin.com/company/22933/about/,"Corporate, Social, Technologies Propriété Intellectuelle Media, Public Réglementaire Environnement, Fiscal, Concurrence Consommation Distribution, Contentieux Arbitrage Pénal des affaires e Business Ethics",0,http://www.august-debouzy.com/,,,,,
Aurea Software,2923561.0,Aurea Software,501-1.000 funcionários,True,"Austin, Texas",Software,0.0,https://www.linkedin.com/company/2923561/about/,"Customer Experiences (CX), Employee Engagement, Digital Transformation, Email Marketing, CRM, Customer Relationship Management, Energy Solutions, process management, collaboration, life sciences software, insurance software solutions e retail software solutions",0,http://www.aurea.com,,,,,
Auth0,3089380.0,Auth0,501-1.000 funcionários,True,"Bellevue, WA",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/3089380/about/,"identity, single sign on, token-based authentication, json web token, openid connect, oauth, ws-federation, saml, user management, enterprise integration, cloud identity, identity management as a service e CIAM",0,https://auth0.com,,,,,
"Auto Trakk, LLC",1075883.0,"Auto Trakk, LLC",51-200 funcionários,True,"Montoursville, PA",Serviços financeiros,0.0,https://www.linkedin.com/company/1075883/about/,Motor Vehicle Leasing,0,http://AutoTrakk.com,,,,,
,,AutoArremate,,False,,,,,,,,,,,,
,,Autocorp - Soluções para um mundo automotivo,,False,,,,,,,,,,,,
"Autom Tech Industry Co., Ltd.",18675483.0,Autom Tech,2-10 funcionários,True,"Shenzhen, Guangdong",Manufatura de eletroeletrônicos,0.0,https://www.linkedin.com/company/18675483/about/,"Motors, Micro Motors, DC Brushed Motors, Coreless Motors, Gear Motors, Planetary Gear Motors, Brushless Motors, Servo Motors, Stepper Motors, PM Motors e Export",0,http://www.autom.cn/,,,,,
Universidad Nacional Autónoma de México,15248522.0,Autônoma,NF,True,NF,Ensino superior,0.0,https://www.linkedin.com/company/15248522/about/,NF,0,http://www.unam.mx/,,,,,
Autônoma Consultoria,11345996.0,Autônoma Consultoria,2-10 funcionários,True,"Pouso Alegre, MG",Consultoria de gerenciamento,0.0,https://www.linkedin.com/company/11345996/about/,"Certificação ISO, Certificação Inmetro, Gestão da Qualidade, Gestão de Comunicação e Treinamentos",0,http://atnma.com,,,,,
MEDIOS AUTONOMICOS DE RADIODIFUSION GALLEGOS SL,38353619.0,Autonômicos,11-50 funcionários,True,"A CORUÑA, A Coruña",Telecomunicações,0.0,https://www.linkedin.com/company/38353619/about/,NF,0,NF,,,,,
Autonomo,719571.0,Autonomo,0-1 funcionários,True,NF,Medicina alternativa,0.0,https://www.linkedin.com/company/719571/about/,NF,0,http://luizmeira.com,,,,,
Autonomo,719571.0,Autónomo,0-1 funcionários,True,NF,Medicina alternativa,0.0,https://www.linkedin.com/company/719571/about/,NF,0,http://luizmeira.com,,,,,
Autonomo,719571.0,Autônomo,0-1 funcionários,True,NF,Medicina alternativa,0.0,https://www.linkedin.com/company/719571/about/,NF,0,http://luizmeira.com,,,,,
,,Autonomous Consultant,,False,,,,,,,,,,,,
AUTOPASS S/A,2284288.0,AUTOPASS S/A,201-500 funcionários,True,"sao paulo, sao paulo",Administração de serviços,0.0,https://www.linkedin.com/company/2284288/about/,NF,0,http://www.autopass.com.br,,,,,
,,Autopeças FCA,,False,,,,,,,,,,,,
AutoZone,7412.0,AutoZone,+ de 10.001 funcionários,True,"Memphis, TN",Indústria automotiva,0.0,https://www.linkedin.com/company/7412/about/,"Automotive Replacement Parts & Accessories, Retail, eCommerce, Automotive Repair Software e Operations",0,http://www.autozone.com/company/careers/,,,,,
Avallon Blindagens,11716100.0,AVALLON,51-200 funcionários,True,"Barueri, SP",Indústria automotiva,0.0,https://www.linkedin.com/company/11716100/about/,"blindagem, shielding, shielding cars, blindagem de carros e blindagem automotiva",0,http://www.avallonblindagens.com.br,,,,,
AvalonBay Communities,14164.0,AvalonBay Communities,1.001-5.000 funcionários,True,"Arlington, Virginia",Imobiliário,0.0,https://www.linkedin.com/company/14164/about/,"Property Management, Development, Redevelopment, Construction, Customer Service e Hospitality",0,http://www.avalonbay.com,,,,,
Avalyst ,26188178.0,Avalyst,11-50 funcionários,True,"Curitiba, Paraná",Imobiliário,0.0,https://www.linkedin.com/company/26188178/about/,NF,0,https://www.avalyst.com.br,,,,,
Avanade,3033.0,Avanade,+ de 10.001 funcionários,True,"Seattle, Washington",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/3033/about/,"IT Services, Microsoft Dynamics, Microsoft, Consulting, Integration, SharePoint, CRM, Cloud Computing, Dynamics 365, Technology Infrastructure, Application Development, ERP, Managed Services, Enterprise Mobility, Digital Transformation e Digital Workplace",0,http://www.avanade.com,,,,,
,,Avantti Construtora,,False,,,,,,,,,,,,
,,AVANTTI INOVAÇÃO DIGITAL,,False,,,,,,,,,,,,
Avenues: The World School,2178013.0,Avenues School,501-1.000 funcionários,True,NF,Gestão educacional,0.0,https://www.linkedin.com/company/2178013/about/,"Language Immersion, Digital Literacy, Project-based Learning, The World Course e Interdisciplinary Education",0,http://www.avenues.org,,,,,
Averta Employment Lawyers,931475.0,Averta Employment Lawyers,2-10 funcionários,True,"Solihull, Warwickshire",Prática jurídica,0.0,https://www.linkedin.com/company/931475/about/,"Employment Law, Settlement agreements, Severance agreements, Restrictive covenants, Employment contracts, Restructuring and redundancy, Consultancy and partnership agreements, TUPE e Contractual disputes",0,http://www.averta.com,,,,,
Aviou Law Firm,11000262.0,Aviou Law Firm,0-1 funcionários,True,"London, Greater London",Prática jurídica,0.0,https://www.linkedin.com/company/11000262/about/,"Immigration Law, Wills and Estate e Taxation Law",0,http://www.avioulaw.com,,,,,
CNB Conseil national des barreaux - les avocats,10595281.0,Avocats,51-200 funcionários,True,"Paris, Ile de France",Prática jurídica,0.0,https://www.linkedin.com/company/10595281/about/,"les 26 spécialisations du droit dont notamment le droit des affaires, du travail, de la famille ; le droit public, pénal, des sociétés, de la propriété intellectuelle ...(liste non exhaustive)",0,https://www.cnb.avocat.fr/,,,,,
,,Avocatto de Notaris,,False,,,,,,,,,,,,
American Verification Processing Solutions (AVP Solutions),2531756.0,AVP-Solutions,11-50 funcionários,True,"Canoga Park, California",Serviços financeiros,0.0,https://www.linkedin.com/company/2531756/about/,"High Risk Merchant Accounts, Merchant Cash Advances, eCommerce, MOTO, Mobile Merchant Account, POS, Offshore, ACH and eChecks, Restaurant, Retail Shops, Food Trucks, Mobile Stores, Clothing Stores, Mail Order, Phone Order, Point of Sale, Clover e Authorize.net",0,http://www.avpsolutions.com,,,,,
Law Firm,809397.0,Awans Law Firm,+ de 10.001 funcionários,True,NF,Serviços jurídicos,0.0,https://www.linkedin.com/company/809397/about/,"Legal Service, legal, Law, Law firm, l, Law Firm e International",0,http://www.associazionelegaliitaliani.it,,,,,
AX4B Enterprise Solutions,2898749.0,AX4B Enterprise Solutions,201-500 funcionários,True,"São Paulo, SP",Tecnologia da informação e serviços,,https://www.linkedin.com/company/2898749/about/,"ERP, CRM, Datacenter, Symantec, Trend Micro, Adobe, Veritas, Arcserve, Kaspersky, Autodesk, McAfee, Watchguard, Automation Anywhere, BIM, AWS, Google, Arcserve, BPMS, Business Intelligence e Sketchup",2,http://www.ax4b.com,,,,,
AXA,2221.0,AXA,+ de 10.001 funcionários,True,"Paris, FR",Seguros,0.0,https://www.linkedin.com/company/2221/about/,"Insurance, Banking e Asset Management",0,http://www.axa.com,,,,,
axefinance,346837.0,axefinance,201-500 funcionários,True,"Amsterdam, Amsterdam",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/346837/about/,"Credit Risk Management, Credit processing, Workflow, Collateral management, Consumer/Retail Lending, Loan origination, Commercial Lending, Loss & recovery / Collection management, Professional Services, Scoring and Financial Analysis, Global Limit Management, Loan origination software, SME Credit automation, Microfinance e Corporate Lending Digitalization",0,http://www.axefinance.com,,,,,
AXIS Capital,33354.0,Axis Capital,1.001-5.000 funcionários,True,"Pembroke, HM",Seguros,0.0,https://www.linkedin.com/company/33354/about/,"Insurance, Reinsurance e Accident & Health",0,http://www.axiscapital.com/,,,,,
,,Ayumi Corretora e Administradora de Seguros Ltda,,False,,,,,,,,,,,,
Azeplast Indústria e Comércio,64883604.0,Azeplast Indústria e Comércio,201-500 funcionários,True,"CHAPECÓ, Santa Catarina",Plástico,0.0,https://www.linkedin.com/company/64883604/about/,NF,0,http://www.azeplast.com.br,,,,,
Azul Linhas Aéreas Brasileiras,391974.0,Azul Linhas Aéreas Brasileiras,5.001-10.000 funcionários,True,"Barueri, São Paulo",Linhas aéreas/Aviação,0.0,https://www.linkedin.com/company/391974/about/,"aviação, Brasil, companhia aérea e viagem",0,http://www.voeazul.com.br,,,,,
Poland Consulting Services Sp. z o.o.,2301919.0,B2A.LEGAL - LE CONSEIL ET LA DÉFENSE DES ACTEURS DE L'ENTREPRISE,2-10 funcionários,True,"Jelenia Góra, Lower Silesia",Consultoria de gerenciamento,0.0,https://www.linkedin.com/company/2301919/about/,"Strategy Consulting, Market Analyses, Export Consulting, lead generation, business matchmaking services, location analysis, tailor-made services, business partner search, recruitment e market research",0,http://www.polandconsulting.com,,,,,
